Id,CourseName,CourseDepartment,CourseNumber,CRN,Term,Year,Enrolled,Cap,Periods,FinalSchedule,Instructor,Credits,Section
16427,CLSK100,CLSK,100,1025,10,2014,10,15,W/3/TBA,,seddelme,1,04D
16428,CLSK100,CLSK,100,1027,10,2014,11,15,W/4/TBA,,lanke,1,05A
16429,CLSK100,CLSK,100,1024,10,2014,13,15,W/3/TBA,,sinclair,1,04C
16430,CLSK100,CLSK,100,1028,10,2014,11,15,W/4/TBA,,mcgregor,1,05B
16431,CLSK100,CLSK,100,1030,10,2014,10,15,W/4/TBA,,kassissi,1,05D
16432,CLSK100,CLSK,100,1031,10,2014,10,15,W/4/TBA,,landesma,1,05E
16433,CLSK100,CLSK,100,1029,10,2014,9,15,W/4/TBA,,sipes,1,05C
16434,CLSK100,CLSK,100,1032,10,2014,10,15,W/5/TBA,,hayesez,1,06A
16435,CLSK100,CLSK,100,1628,10,2014,10,15,W/4/TBA,,lattakn,1,05F
16436,CLSK100,CLSK,100,1033,10,2014,11,15,W/5/TBA,,loyd1,1,06B
16437,CLSK100,CLSK,100,1036,10,2014,14,15,W/5/TBA,,devashe1,1,06E
16438,CLSK100,CLSK,100,1035,10,2014,14,15,W/5/TBA,,brimberr,1,06D
16439,CLSK100,CLSK,100,1629,10,2014,13,15,W/5/TBA,,rhodeska,1,06F
16440,CLSK100,CLSK,100,1034,10,2014,10,15,W/5/TBA,,tba,1,06C
16441,CLSK100,CLSK,100,1037,10,2014,9,15,W/6/TBA,,middleto,1,07A
16442,CLSK100,CLSK,100,1038,10,2014,10,15,W/6/TBA,,shaw,1,07B
16443,CLSK100,CLSK,100,1041,10,2014,11,15,W/6/TBA,,hoffmann,1,07E
16444,CLSK100,CLSK,100,1630,10,2014,8,15,W/6/TBA,,tba,1,07F
16445,CLSK100,CLSK,100,1042,10,2014,10,15,F/3/TBA,,gustafdj,1,08A
16446,CLSK100,CLSK,100,1039,10,2014,10,15,W/6/TBA,,trifone,1,07C
16447,CLSK100,CLSK,100,1040,10,2014,9,15,W/6/TBA,,tba,1,07D
16448,CLSK100,CLSK,100,1044,10,2014,9,15,F/3/TBA,,millerk,1,08C
16449,CLSK100,CLSK,100,1043,10,2014,10,15,F/3/TBA,,ewen,1,08B
16450,CLSK100,CLSK,100,1045,10,2014,10,15,F/3/TBA,,morriso1,1,08D
16451,CLSK100,CLSK,100,1631,10,2014,9,15,F/3/TBA,,millert,1,08F
16452,CLSK100,CLSK,100,1047,10,2014,9,15,F/4/TBA,,forbes,1,09A
16453,CLSK100,CLSK,100,1046,10,2014,9,15,F/3/TBA,,gustafso,1,08E
16454,CLSK100,CLSK,100,1049,10,2014,8,15,F/4/TBA,,karras13,1,09C
16455,CLSK121,CLSK,121,1127,10,2014,13,15,MTRF/4/A219,M at 6pm in O205,hurdlik,4,1
16456,CLSK100,CLSK,100,1635,10,2014,7,15,F/4/TBA,,mcnicho1,1,09F
16457,CLSK100,CLSK,100,1048,10,2014,8,15,F/4/TBA,,degrange,1,09B
16458,CLSK100,CLSK,100,1051,10,2014,10,15,F/4/TBA,,jordan,1,09E
16459,CLSK100,CLSK,100,1050,10,2014,8,15,F/4/TBA,,goulding,1,09D
16460,CLSK121,CLSK,121,1128,10,2014,8,15,MTRF/6/CL119,M at 6pm in O205,hurdlik,4,2
16461,CLSK121,CLSK,121,1129,10,2014,11,15,MTRF/7/CL119,M at 6pm in O205,hunter,4,3
16462,CLSK123,CLSK,123,1729,10,2014,20,22,TBA,,tba,4,1
16463,CLSK121,CLSK,121,1620,10,2014,5,15,MTRF/9/CL119,M at 6pm in O205,hunter,4,4
16464,CLSK121,CLSK,121,1638,10,2014,0,25,TBA,,tba,16,5
16465,CLSK122,CLSK,122,1728,10,2014,20,22,TBA,,tba,4,1
16466,CLSK124,CLSK,124,1730,10,2014,20,22,TBA,,tba,4,1
16467,CSSE120,CSSE,120,1252,10,2014,21,24,MRF/1-2/O269,W at 6pm in O267,mutchler,4,1
16468,CSSE120,CSSE,120,1254,10,2014,23,24,MRF/7-8/O269,W at 6pm in O257,anderson,4,3
16469,CSSE120,CSSE,120,1253,10,2014,26,24,MRF/3-4/O269,W at 6pm in O269,mutchler,4,2
16470,CLSK125,CLSK,125,1731,10,2014,20,22,TBA,,tba,4,1
16471,CSSE120,CSSE,120,1255,10,2014,21,24,MRF/9-10/O269,W at 6pm in O259,anderson,4,4
16472,CSSE220,CSSE,220,1256,10,2014,21,24,TW/3-4/O269:F/3-4/O267,W at 6pm in G317,hewner,4,1
16473,CSSE221,CSSE,221,1257,10,2014,17,20,TF/3-4/O231:W/3-4/O259,W at 6pm in O157,defoe,4,1
16474,CSSE221,CSSE,221,1258,10,2014,21,20,TWF/6-7/O167,W at 6pm in O159,defoe,4,2
16475,CSSE230,CSSE,230,1259,10,2014,26,24,TW/1-2/O269:F/1-2/O267,W at 6pm in O169,boutell,4,1
16476,CSSE232,CSSE,232,1262,10,2014,21,24,MTRF/8/O167:W/8-9/O167,M at 1pm in E104,taylormt,4,3
16477,CSSE232,CSSE,232,1260,10,2014,23,24,MTRF/6/O157:W/6-7/O157,M at 1pm in GM,mellor,4,1
16478,CSSE232,CSSE,232,1263,10,2014,20,24,MTRF/9/O167:W/8-9/O257,M at 1pm in E104,shilling,4,4
16479,CSSE232,CSSE,232,1261,10,2014,22,24,MTRF/7/O157:W/8-9/O157,M at 1pm in GM,mellor,4,2
16480,CSSE241,CSSE,241,1264,10,2014,4,15,W/2-4/F230,,laxer,4,1
16481,CSSE290,CSSE,290,1557,10,2014,20,25,W/10/M107,,hewner,1,4
16482,CSSE290,CSSE,290,1712,10,2014,11,13,W/8-10/TBA,,bohner,2,5
16483,CSSE290,CSSE,290,1266,10,2014,22,24,MTRF/1/F217,T at 6pm in O231,fisherds,4,2
16484,CSSE290,CSSE,290,1267,10,2014,0,0,TBA,,tba,4,3
16485,CSSE290,CSSE,290,1265,10,2014,10,25,W/5-6/D219,,mutchler,2,1
16486,CSSE351,CSSE,351,1268,10,2014,27,25,MTRF/6/O205,,taylormt,4,1
16487,CSSE371,CSSE,371,1591,10,2014,22,22,MTRF/8/O259,,rupakhet,4,4
16488,CSSE372,CSSE,372,1272,10,2014,16,18,MTRF/6/O159,,hewner,4,1
16489,CSSE371,CSSE,371,1270,10,2014,23,22,MTRF/6/O259,,chenowet,4,2
16490,CSSE371,CSSE,371,1271,10,2014,21,22,MTRF/7/O259,,rupakhet,4,3
16491,CSSE371,CSSE,371,1269,10,2014,21,22,MTRF/5/O259,,chenowet,4,1
16492,CSSE413,CSSE,413,1274,10,2014,25,25,MTRF/9/O101,,wollowsk,4,1
16493,CSSE442,CSSE,442,1275,10,2014,21,25,MTRF/5/M111,,shilling,4,1
16494,CSSE473,CSSE,473,1276,10,2014,15,25,MTRF/3/O101,,eichholz,4,1
16495,CSSE413,CSSE,413,1582,10,2014,26,25,MTRF/8/O101,,wollowsk,4,2
16496,CSSE372,CSSE,372,1601,10,2014,24,22,MTRF/7/O159,M at 8am in M107,bohner,4,3
16497,CSSE372,CSSE,372,1273,10,2014,18,18,MTRF/7/O169,,hewner,4,2
16498,CSSE477,CSSE,477,1278,10,2014,31,30,MTRF/1/O259,,rupakhet,4,1
16499,CSSE490,CSSE,490,1280,10,2014,26,24,MTRF/5/G315,T at 8am in G315,boutell,4,1
16500,CSSE487,CSSE,487,1572,10,2014,4,4,W/7-9/GM,,laxer,4,1
16501,CSSE490,CSSE,490,1685,10,2014,1,1,TBA/TBA/TBA,,mutchler,4,2
16502,CSSE477,CSSE,477,1279,10,2014,0,0,TBA,,tba,4,2
16503,CSSE473,CSSE,473,1277,10,2014,12,25,MTRF/4/O101,,eichholz,4,2
16504,CSSE490,CSSE,490,1723,10,2014,1,1,TBA/TBA/TBA,,chenowet,2,3
16505,CSSE494,CSSE,494,1564,10,2014,1,1,TBA,,rader,4,1
16506,CSSE494,CSSE,494,1565,10,2014,1,1,TBA,,rogge,4,2
16507,CSSE494,CSSE,494,1566,10,2014,2,1,TBA,,mellor,4,3
16508,CSSE491,CSSE,491,1653,10,2014,1,1,TBA,,mutchler,4,1
16509,CSSE494,CSSE,494,1573,10,2014,1,1,TBA,,wollowsk,4,4
16510,CSSE571,CSSE,571,1284,10,2014,0,25,TBA/TBA/TBA,,chenowet,4,1
16511,CSSE495,CSSE,495,1574,10,2014,1,1,TBA,,wollowsk,4,1
16512,CSSE494,CSSE,494,1583,10,2014,1,1,TBA,,shibberu,4,5
16513,CSSE497,CSSE,497,1282,10,2014,19,25,W/7-9/GM,,bohner,4,2
16514,CSSE496,CSSE,496,1575,10,2014,1,1,TBA,,wollowsk,4,1
16515,CSSE497,CSSE,497,1281,10,2014,20,60,W/7-9/GM,,wollowsk,4,1
16516,CSSE574,CSSE,574,1680,10,2014,4,10,TBA/TBA/INDPLS,,chenowet,4,1
16517,ECE160,ECE,160,1489,10,2014,25,26,TF/7-8/O257,T at 1pm in GM,berry123,2,2
16518,ECE160,ECE,160,1488,10,2014,26,26,MR/7-8/O257,T at 1pm in GM,berry123,2,1
16519,ECE130,ECE,130,1487,10,2014,32,30,MTRF/6/O103,R at 1pm in D114,song,4,1
16520,CSSE572,CSSE,572,1285,10,2014,0,25,TBA/TBA/TBA,,tba,4,1
16521,ECE160,ECE,160,1490,10,2014,29,26,WF/3-4/O159,T at 1pm in GM,mu,2,3
16522,ECE203,ECE,203,1492,10,2014,30,30,MTF/1/C115:W/1-3/C115,M at 8am in C116,chang1,4,2
16523,ECE204,ECE,204,1493,10,2014,20,22,MTR/4/D114:W/5-7/D114,M at 8am in D115,walter,4,1
16524,ECE205,ECE,205,1496,10,2014,24,25,MTF/9/D114:W/4-6/O201,M at 8am in O205,throne,4,2
16525,ECE205,ECE,205,1495,10,2014,14,25,MTF/10/D114:W/1-3/O201,M at 8am in O205,throne,4,1
16526,ECE204,ECE,204,1494,10,2014,14,22,MTR/5/D114:F/2-4/D114,M at 8am in D114,grigg,4,2
16527,ECE203,ECE,203,1491,10,2014,30,30,MTF/2/C115:R/1-3/C115,M at 8am in C115,berry123,4,1
16528,ECE207,ECE,207,1497,10,2014,0,0,TBA,,tba,4,1
16529,ECE250,ECE,250,1501,10,2014,0,0,TBA,,tba,4,2
16530,ECE250,ECE,250,1500,10,2014,20,25,MTF/5/B105:W/4-6/B200,W at 1pm in G221,herniter,4,1
16531,ECE230,ECE,230,1499,10,2014,23,25,MTR/4/D115:R/1-3/D115,R at 8am in D114,mu,4,2
16532,ECE230,ECE,230,1498,10,2014,20,25,MTR/5/D115:W/1-3/D115,R at 8am in D115,miller4,4,1
16533,ECE250,ECE,250,1502,10,2014,25,25,MTF/3/C115:W/1-3/B200,W at 1pm in D115,moore1,4,3
16534,ECE300,ECE,300,1504,10,2014,27,25,MTR/8/O203-1:F/7-9/B200,M at 6pm in G219,simoni,4,1
16535,ECE332,ECE,332,1506,10,2014,8,35,MTRF/1/O101,W at 6pm in M107,yoder,4,1
16536,ECE333,ECE,333,1507,10,2014,22,30,MTF/9/D115:R/7-9/B200,T at 6pm in D115,miller4,4,1
16537,ECE310,ECE,310,1505,10,2014,28,30,MTF/7/D114:W/7-9/B200,M at 1pm in D114,black,4,1
16538,ECE300,ECE,300,1603,10,2014,9,25,MTR/9/O203-1:R/1-3/B200,M at 6pm in G221,simoni,4,2
16539,ECE340,ECE,340,1508,10,2014,19,20,MTRF/1/O231,R at 1pm in D115,wheeler,4,1
16540,ECE343,ECE,343,1510,10,2014,11,30,MTR/1/D114:F/1-3/B200,R at 8am in C115,song,4,1
16541,ECE370,ECE,370,1512,10,2014,10,22,MTR/3/D114:W/1-3/D114,,rostamko,4,1
16542,ECE398,ECE,398,1665,10,2014,2,1,TBA/TBA/TBA,,herniter,1,2
16543,ECE398,ECE,398,1513,10,2014,5,10,R/4-6/B100,,herniter,2,1
16544,ECE362,ECE,362,1511,10,2014,5,20,MTRF/9/C117,,moore1,3,1
16545,ECE340,ECE,340,1509,10,2014,12,14,MTRF/2/O201,R at 1pm in C116,walter,4,2
16546,ECE419,ECE,419,1514,10,2014,0,0,MTR/10/O167:TBA/TBA/LAB,,kirkpat2&siahmako,4,1
16547,ECE460,ECE,460,1518,10,2014,17,40,W/7-9/M137,M at 8am in M137,moore1,3,2
16548,ECE420,ECE,420,1515,10,2014,15,30,MTRF/7/C116,,throne,4,1
16549,ECE452,ECE,452,1516,10,2014,11,20,MTR/6/D114:R/8-10/D114,,rostamko,4,1
16550,ECE460,ECE,460,1519,10,2014,15,20,W/7-9/M137,M at 8am in M137,mu,3,3
16551,ECE460,ECE,460,1517,10,2014,8,20,W/7-9/M137,M at 8am in M137,simoni,3,1
16552,ECE497,ECE,497,1568,10,2014,4,4,TBA/TBA/TBA,,moore1,4,2
16553,ECE483,ECE,483,1522,10,2014,13,20,MTR/6/D115:F/4-6/C115,T at 1pm in D115,padgett,4,1
16554,ECE497,ECE,497,1664,10,2014,1,1,TBA,,wheeler,1,3
16555,ECE497,ECE,497,1523,10,2014,18,20,MTRF/8/D115,R at 1pm in C115,yoder,4,1
16556,ECE460,ECE,460,1520,10,2014,19,20,W/7-9/M137,M at 8am in M137,padgett,3,4
16557,ECE470,ECE,470,1521,10,2014,14,20,MTF/8/D114:W/8-10/D114,W at 1pm in D114,grigg,4,1
16558,ECE498,ECE,498,1525,10,2014,7,20,M/10/G308,,herniter,2,1
16559,ECE497,ECE,497,1691,10,2014,1,1,TBA/TBA/TBA,,chang1,2,4
16560,ECE498,ECE,498,1526,10,2014,4,20,MTF/2-3/B100,,herniter,4,2
16561,ECE498,ECE,498,1604,10,2014,1,1,TBA/TBA/TBA,,walter,4,3
16562,ECE498,ECE,498,1697,10,2014,2,1,TBA/TBA/TBA,,berry123,2,4
16563,ECE497,ECE,497,1698,10,2014,1,1,TBA,,song,2,5
16564,ECE498,ECE,498,1720,10,2014,1,1,TBA/TBA/TBA,,wheeler,2,5
16565,ECE510,ECE,510,1527,10,2014,7,20,MTRF/1/O203,W at 1pm in O203,black,4,1
16566,ECE542,ECE,542,1529,10,2014,8,20,MTRF/9/B105,,wheeler,4,1
16567,ECE519,ECE,519,1528,10,2014,5,25,MTR/10/O167:TBA/TBA/LAB,W at 6pm in O167,kirkpat2&siahmako,4,1
16568,ECE557,ECE,557,1530,10,2014,13,15,MTF/3/D115:W/4-6/D115,T at 8am in D115,hudson,4,1
16569,ECE597,ECE,597,1677,10,2014,1,1,TBA/TBA/TBA,,wheeler,4,1
16570,ECE597,ECE,597,1686,10,2014,2,1,TBA,,song,4,3
16571,ECE597,ECE,597,1687,10,2014,1,1,TBA,,song,4,4
16572,ECE597,ECE,597,1694,10,2014,1,1,TBA/TBA/TBA,,grigg,4,6
16573,ECE597,ECE,597,1678,10,2014,1,1,TBA/TBA/TBA,,throne,4,2
16574,ECE597,ECE,597,1695,10,2014,1,1,TBA/TBA/TBA,,grigg,4,7
16575,ECE597,ECE,597,1693,10,2014,1,1,TBA/TBA/TBA,,grigg,4,5
16576,EM101,EM,101,1165,10,2014,36,40,MR/3/GM,M at 6pm in O267,phelpsem,2,1
16577,EM104,EM,104,1340,10,2014,23,22,W/7-9/O169,T at 1pm in O259,purdy,2,2
16578,EM104,EM,104,1338,10,2014,26,22,W/4-6/O169,T at 1pm in O257,purdy,2,1
16579,EM101,EM,101,1166,10,2014,35,40,TF/3/GM,M at 6pm in O269,phelpsem,2,2
16580,ECE598,ECE,598,1711,10,2014,1,1,TBA,,hudson,4,1
16581,EM103,EM,103,1339,10,2014,6,24,MW/8-9/M105,T at 8am in M107,layton,2,1
16582,EM104,EM,104,1341,10,2014,20,22,W/1-3/O169,T at 1pm in O157,onyancha,2,3
16583,EM104,EM,104,1342,10,2014,22,22,W/5-7/O269,T at 1pm in O159,onyancha,2,4
16584,EM104,EM,104,1345,10,2014,23,22,W/4-6/O203,T at 1pm in O169,mirth,2,7
16585,EM104,EM,104,1346,10,2014,22,22,W/7-9/O203,T at 1pm in O167:T at 1pm in O169,mirth,2,8
16586,EM104,EM,104,1344,10,2014,24,22,W/1-3/O203,T at 1pm in O167,mirth,2,6
16587,EM104,EM,104,1343,10,2014,21,22,F/8-10/M105,T at 1pm in O157:T at 1pm in O159,onyancha,2,5
16588,EM104,EM,104,1348,10,2014,23,22,W/4-6/M111,T at 1pm in O267,mccormac,2,10
16589,EM104,EM,104,1349,10,2014,24,22,W/7-9/M111,T at 1pm in O269,mccormac,2,11
16590,EM104,EM,104,1352,10,2014,22,22,W/1-3/O267,T at 1pm in O231,buckley,2,13
16591,EM104,EM,104,1351,10,2014,20,22,F/4-6/C111,T at 1pm in O267:T at 1pm in O269,mccormac,2,12
16592,EM104,EM,104,1347,10,2014,21,22,W/4-6/M107,T at 1pm in M107,stamper1,2,9
16593,EM104,EM,104,1353,10,2014,22,22,W/5-7/O259,T at 1pm in O233,buckley,2,14
16594,EM104,EM,104,1354,10,2014,21,22,W/1-3/O203-1,T at 1pm in M111,moseley,2,15
16595,EM121,EM,121,1356,10,2014,24,20,MTRF/7/M107,W at 1pm in O101,moseley,4,1
16596,EM104,EM,104,1552,10,2014,18,20,W/1-3/O113,T at 1pm in O101,kershaw,2,18
16597,EM104,EM,104,1551,10,2014,15,20,M/7-9/O113,T at 1pm in O103,aidoo,2,17
16598,EM104,EM,104,1355,10,2014,23,22,W/7-9/O203-1,T at 1pm in M115,moseley,2,16
16599,EM121,EM,121,1357,10,2014,22,20,MTRF/8/M107,W at 1pm in O103,moseley,4,2
16600,EM202,EM,202,1554,10,2014,23,25,MTRF/6/O229,T at 8am in O229,lovellmd,4,2
16601,EM202,EM,202,1553,10,2014,25,25,MTRF/5/O229,T at 8am in O227,lovellmd,4,1
16602,EM204,EM,204,1358,10,2014,26,24,MTRF/7/B105,W at 1pm in O257,bernala,4,1
16603,EM204,EM,204,1359,10,2014,26,24,MTRF/8/B105,W at 1pm in O259,bernala,4,2
16604,EM204,EM,204,1361,10,2014,24,24,MTRF/8/O203,W at 1pm in O231,fine,4,4
16605,EM204,EM,204,1360,10,2014,24,24,MTRF/7/O203,W at 1pm in O233,fine,4,3
16606,EM204,EM,204,1362,10,2014,22,24,MTRF/7/O205,W at 1pm in G219,waitel,4,5
16607,EM204,EM,204,1363,10,2014,21,24,MTRF/8/O205,W at 1pm in O205,olson1,4,6
16608,EM406,EM,406,1367,10,2014,22,22,MTR/1/M111:W/1-3/C116,M at 1pm in O201,kawano,4,3
16609,EM406,EM,406,1366,10,2014,23,22,MTR/2/M115:F/1-3/C116,M at 1pm in O103,haan,4,2
16610,EM406,EM,406,1365,10,2014,23,22,MTR/1/M115:W/4-6/C116,M at 1pm in O101,haan,4,1
16611,EM204,EM,204,1364,10,2014,22,24,MTRF/8/M115,W at 1pm in O201,stienstr,4,7
16612,EM406,EM,406,1368,10,2014,23,22,MTR/2/M111:W/7-9/C116,M at 1pm in O203,jones5,4,4
16613,EMGT511,EMGT,511,1330,10,2014,29,35,TBA/TBA/TBA,,kline,1,1
16614,EMGT527,EMGT,527,1331,10,2014,7,25,R/1730-2100/INDPLS,,schumach,4,1
16615,EMGT330,EMGT,330,1329,10,2014,31,25,MTRF/4/O105,,downing,4,1
16616,EMGT527,EMGT,527,1332,10,2014,35,25,T/1730-2100/O159,,schumach,4,2
16617,EMGT531,EMGT,531,1644,10,2014,12,10,MTRF/9/O201,,christ,4,1
16618,EMGT552,EMGT,552,1334,10,2014,11,25,M/1730-2100/INDPLS,,tharp,4,1
16619,EMGT533,EMGT,533,1079,10,2014,7,10,TF/7-8/O201,,schumach,4,1
16620,EMGT585,EMGT,585,1335,10,2014,8,25,W/1730-2100/INDPLS,,downing,4,1
16621,EMGT597,EMGT,597,1077,10,2014,14,10,MR/7-8/M111,,li2,4,1
16622,EMGT590,EMGT,590,1336,10,2014,6,25,TBA/TBA/TBA,,downing,4,1
16623,EMGT532,EMGT,532,1094,10,2014,6,9,T/1730-2100/O157,,masont,4,1
16624,EMGT598,EMGT,598,1337,10,2014,4,25,MTRF/7/TBA,,andrijci,4,1
16625,EP416,EP,416,1466,10,2014,5,20,MF/7/DL119:TR/7-9/DL115,R at 8am in M107,leisher&liptak&kirkpat2,4,1
16626,EP411,EP,411,1462,10,2014,4,30,MTR/10/O167:TBA/TBA/LAB,W at 6pm in O167,kirkpat2&siahmako,4,1
16627,EMGT597,EMGT,597,1558,10,2014,20,25,MTRF/3/DL119,,andrijci,4,2
16628,EMGT598,EMGT,598,1657,10,2014,1,1,TBA/TBA/TBA,,downing,4,2
16629,EP490,EP,490,1689,10,2014,1,1,TBA,,kirkpatr,1,1
16630,ES201,ES,201,1405,10,2014,26,27,MTRF/2/O257,M at 6pm in O157,luic,4,2
16631,EP511,EP,511,1587,10,2014,0,30,MTRF/10/O167:TBA/TBA/LAB,,kirkpat2&siahmako,4,1
16632,ES201,ES,201,1404,10,2014,0,0,MTRF/1/O257,,luic,4,1
16633,ES201,ES,201,1406,10,2014,24,27,MTRF/1/O157,M at 6pm in O169,richards,4,3
16634,ES201,ES,201,1408,10,2014,24,27,MTRF/1/O233,M at 6pm in O259,moorhead,4,5
16635,ES201,ES,201,1409,10,2014,28,27,MTRF/2/O233,M at 6pm in O257,moorhead,4,6
16636,ES201,ES,201,1414,10,2014,28,27,MTRF/8/O169,M at 6pm in O233,rogge,4,9
16637,ES201,ES,201,1411,10,2014,28,27,MTRF/9/O157,M at 6pm in O101,jones5,4,8
16638,ES201,ES,201,1410,10,2014,29,27,MTRF/8/O157,M at 6pm in O103,jones5,4,7
16639,ES201,ES,201,1407,10,2014,27,27,MTRF/2/O157,M at 6pm in O167,richards,4,4
16640,ES203,ES,203,1184,10,2014,26,30,MTR/1/B105:W/1-3/B105,M at 8am in M111,chiu,4,1
16641,ES201,ES,201,1415,10,2014,28,27,MTRF/9/O169,M at 6pm in O231,livesay,4,10
16642,ES203,ES,203,1531,10,2014,30,30,MTR/4-5/C115,M at 8am in E104,doering,4,3
16643,ES203,ES,203,1185,10,2014,14,30,MTR/2/B105:F/1-3/B105,M at 8am in M115,chiu,4,2
16644,ES203,ES,203,1533,10,2014,26,30,MTR/8-9/C115,M at 8am in E104,doering,4,5
16645,ES203,ES,203,1532,10,2014,29,30,MTR/6-7/C115,M at 8am in E104,doering,4,4
16646,ES203,ES,203,1536,10,2014,0,0,TBA,,tba,4,8
16647,ES205,ES,205,1418,10,2014,14,26,MTR/6/O257:T/8-10/C116,M at 1pm in O233,onyancha,4,3
16648,ES205,ES,205,1416,10,2014,24,26,MWF/5/O257:T/4-6/C116,M at 1pm in O231,layton,4,1
16649,ES203,ES,203,1534,10,2014,28,30,MTR/3/B105:W/4-6/B105,M at 8am in O201,hoover,4,6
16650,ES205,ES,205,1417,10,2014,0,0,TBA,,tba,4,2
16651,ES203,ES,203,1535,10,2014,29,30,MTR/4/B105:W/7-9/B105,M at 8am in O203,hoover,4,7
16652,GE211,GE,211,1054,10,2014,10,22,MTRF/3/A219,,michel,4,1
16653,GE111,GE,111,1053,10,2014,21,22,MTRF/4/A220,,heeter,4,2
16654,GE311,GE,311,1057,10,2014,6,22,MTRF/6/A219,,michel,4,2
16655,GE311,GE,311,1055,10,2014,6,22,MTRF/5/A219,,michel,4,1
16656,GE411,GE,411,1058,10,2014,8,22,MTRF/6/A220,,heeter,4,1
16657,GE111,GE,111,1052,10,2014,19,22,MTRF/3/A220,,heeter,4,1
16658,GRAD505,GRAD,505,1600,10,2014,0,0,TBA,,tba,6,1
16659,GS221,GS,221,1067,10,2014,22,25,MTRF/4/A202,T at 8am in O257,martland,4,1
16660,GRAD506,GRAD,506,1004,10,2014,58,0,TBA/TBA/TBA,,siahmako,1,0
16661,GRAD507,GRAD,507,1005,10,2014,14,1,TBA/TBA/TBA,,siahmako,1,0
16662,GRAD505,GRAD,505,1003,10,2014,12,0,TBA/TBA/TBA,,siahmako,6,0
16663,GRAD508,GRAD,508,1006,10,2014,1,0,TBA/TBA/TBA,,siahmako,6,0
16664,GS221,GS,221,1068,10,2014,23,25,MTRF/5/A202,T at 8am in O259,martland,4,2
16665,GS291,GS,291,1071,10,2014,25,25,MTRF/2/A202,,kukral,4,1
16666,GS399,GS,399,1073,10,2014,19,22,MTRF/8/A202,,taylor13,4,1
16667,GS285,GS,285,1069,10,2014,25,25,MTRF/6/B106,,clark,4,1
16668,GS291,GS,291,1072,10,2014,26,25,MTRF/3/A202,,kukral,4,2
16669,GS285,GS,285,1070,10,2014,25,25,MTRF/7/B106,,clark,4,2
16670,GS399,GS,399,1078,10,2014,6,15,TF/7-8/O201,,schumach,4,5
16671,GS496,GS,496,1690,10,2014,0,1,TBA/TBA/TBA,,clark,2,1
16672,GS399,GS,399,1076,10,2014,8,15,MR/7-8/M111,,li2,4,4
16673,IA101,IA,101,1080,10,2014,24,25,MR/4-5/CL119,,hartner,4,1
16674,GS399,GS,399,1074,10,2014,23,22,MTRF/3/M103,,house,4,2
16675,GS399,GS,399,1075,10,2014,24,25,TR/5-6/HH161,,kukral,4,3
16676,IA148,IA,148,1082,10,2014,20,20,MR/7-8/O201,,letsinge,4,1
16677,IA101,IA,101,1081,10,2014,22,25,TF/4-5/CL119,,hartner,4,2
16678,IA233,IA,233,1084,10,2014,25,25,MTRF/4/B106,,dyer1,4,1
16679,IA246,IA,246,1086,10,2014,23,25,MTRF/3/HH161,,chapman1,4,1
16680,IA235,IA,235,1085,10,2014,24,25,MTRF/2/D112,,watt,4,1
16681,IA231,IA,231,1083,10,2014,25,25,MTRF/7/O267,,williams,4,1
16682,IA311,IA,311,1056,10,2014,15,22,MTRF/5/A219,,michel,4,1
16683,IA246,IA,246,1087,10,2014,23,25,MTRF/4/HH161,,chapman1,4,2
16684,IA348,IA,348,1089,10,2014,56,80,TBA/TBA/TBA,,chapman1,1,1
16685,IA399,IA,399,1091,10,2014,24,25,MTRF/2/CL119,,utley,4,2
16686,IA332,IA,332,1088,10,2014,25,25,MTRF/3/CL119,,gardner,4,1
16687,IA311,IA,311,1559,10,2014,15,22,MTRF/6/A219,,michel,4,2
16688,IA453,IA,453,1093,10,2014,17,16,T/1730-2100/O157,,masont,4,1
16689,IA436,IA,436,1092,10,2014,23,25,MTRF/9/A202,,carvill,4,1
16690,JP111,JP,111,1060,10,2014,23,22,MTRF/2/M103,R at 8am in O233,hirotani,4,2
16691,JP211,JP,211,1061,10,2014,12,22,MTRF/6/M103,T at 1pm in A219,hirotani,4,1
16692,JP111,JP,111,1059,10,2014,21,21,MTRF/1/M103,R at 8am in O231,hirotani,4,1
16693,IA463,IA,463,1095,10,2014,19,25,MR/3-4/M105,,casey1,4,1
16694,JP311,JP,311,1682,10,2014,2,3,TBA/TBA/TBA,,hirotani,4,1
16695,MA111,MA,111,1186,10,2014,28,28,MTWRF/1/G219,W at 8am in O157,bryan,5,1
16696,MA111,MA,111,1189,10,2014,30,28,MTWRF/6/G221,W at 8am in O169,finn,5,4
16697,MA111,MA,111,1190,10,2014,19,28,MTWRF/3/G221,W at 8am in M115,holder1,5,5
16698,MA111,MA,111,1187,10,2014,29,28,MTWRF/2/G219,W at 8am in O159,bryan,5,2
16699,MA111,MA,111,1188,10,2014,29,28,MTWRF/5/G221,W at 8am in O167,finn,5,3
16700,MA111,MA,111,1191,10,2014,22,28,MTWRF/4/G221,W at 8am in M111,holder1,5,6
16701,MA111,MA,111,1192,10,2014,29,28,MTWRF/3/G219,W at 8am in O257,rader,5,7
16702,MA112,MA,112,1196,10,2014,25,27,MTWRF/1/G221,T at 6pm in O201,selby,5,1
16703,MA111,MA,111,1194,10,2014,22,28,MTWRF/7/G221,W at 8am in O201,all1,5,9
16704,MA111,MA,111,1195,10,2014,25,28,MTWRF/8/G221,W at 8am in O203,all1,5,10
